codigo,nome,pais,grupo,categoria
SEN02,Senegal,SEN,I,Seleção
SEN03,Senegal,SEN,I,Seleção
SEN04,Senegal,SEN,I,Seleção
SEN05,Senegal,SEN,I,Seleção
SEN06,Senegal,SEN,I,Seleção
SEN07,Senegal,SEN,I,Seleção
SEN08,Senegal,SEN,I,Seleção
SEN09,Senegal,SEN,I,Seleção
SEN10,Senegal,SEN,I,Seleção
SEN11,Senegal,SEN,I,Seleção
SEN12,Senegal,SEN,I,Seleção
SEN13,Senegal,SEN,I,Seleção
SEN14,Senegal,SEN,I,Seleção
SEN15,Senegal,SEN,I,Seleção
SEN16,Senegal,SEN,I,Seleção
SEN17,Senegal,SEN,I,Seleção
SEN18,Senegal,SEN,I,Seleção
SEN19,Senegal,SEN,I,Seleção
SEN20,Senegal,SEN,I,Seleção
IRQ01,Iraque,IRQ,I,Seleção
IRQ02,Iraque,IRQ,I,Seleção
IRQ03,Iraque,IRQ,I,Seleção
IRQ04,Iraque,IRQ,I,Seleção
IRQ05,Iraque,IRQ,I,Seleção
IRQ06,Iraque,IRQ,I,Seleção
IRQ07,Iraque,IRQ,I,Seleção
IRQ08,Iraque,IRQ,I,Seleção
IRQ09,Iraque,IRQ,I,Seleção
IRQ10,Iraque,IRQ,I,Seleção
IRQ11,Iraque,IRQ,I,Seleção
IRQ12,Iraque,IRQ,I,Seleção
IRQ13,Iraque,IRQ,I,Seleção
IRQ14,Iraque,IRQ,I,Seleção
IRQ15,Iraque,IRQ,I,Seleção
IRQ16,Iraque,IRQ,I,Seleção
IRQ17,Iraque,IRQ,I,Seleção
IRQ18,Iraque,IRQ,I,Seleção
IRQ19,Iraque,IRQ,I,Seleção
IRQ20,Iraque,IRQ,I,Seleção
NOR01,Noruega,NOR,I,Seleção
NOR02,Noruega,NOR,I,Seleção
NOR03,Noruega,NOR,I,Seleção
NOR04,Noruega,NOR,I,Seleção
NOR05,Noruega,NOR,I,Seleção
NOR06,Noruega,NOR,I,Seleção
NOR07,Noruega,NOR,I,Seleção
NOR08,Noruega,NOR,I,Seleção
NOR09,Noruega,NOR,I,Seleção
NOR10,Noruega,NOR,I,Seleção
NOR11,Noruega,NOR,I,Seleção
NOR12,Noruega,NOR,I,Seleção
NOR13,Noruega,NOR,I,Seleção
NOR14,Noruega,NOR,I,Seleção
NOR15,Noruega,NOR,I,Seleção
NOR16,Noruega,NOR,I,Seleção
NOR17,Noruega,NOR,I,Seleção
NOR18,Noruega,NOR,I,Seleção
NOR19,Noruega,NOR,I,Seleção
NOR20,Noruega,NOR,I,Seleção
ARG01,Argentina,ARG,J,Seleção
ARG02,Argentina,ARG,J,Seleção
ARG03,Argentina,ARG,J,Seleção
ARG04,Argentina,ARG,J,Seleção
ARG05,Argentina,ARG,J,Seleção
ARG06,Argentina,ARG,J,Seleção
ARG07,Argentina,ARG,J,Seleção
ARG08,Argentina,ARG,J,Seleção
ARG09,Argentina,ARG,J,Seleção
ARG10,Argentina,ARG,J,Seleção
ARG11,Argentina,ARG,J,Seleção
ARG12,Argentina,ARG,J,Seleção
ARG13,Argentina,ARG,J,Seleção
ARG14,Argentina,ARG,J,Seleção
ARG15,Argentina,ARG,J,Seleção
ARG16,Argentina,ARG,J,Seleção
ARG17,Argentina,ARG,J,Seleção
ARG18,Argentina,ARG,J,Seleção
ARG19,Argentina,ARG,J,Seleção
ARG20,Argentina,ARG,J,Seleção
ALG01,Argélia,ALG,J,Seleção
ALG02,Argélia,ALG,J,Seleção
ALG03,Argélia,ALG,J,Seleção
ALG04,Argélia,ALG,J,Seleção
ALG05,Argélia,ALG,J,Seleção
ALG06,Argélia,ALG,J,Seleção
ALG07,Argélia,ALG,J,Seleção
ALG08,Argélia,ALG,J,Seleção
ALG09,Argélia,ALG,J,Seleção
ALG10,Argélia,ALG,J,Seleção
ALG11,Argélia,ALG,J,Seleção
ALG12,Argélia,ALG,J,Seleção
ALG13,Argélia,ALG,J,Seleção
ALG14,Argélia,ALG,J,Seleção
ALG15,Argélia,ALG,J,Seleção
ALG16,Argélia,ALG,J,Seleção
ALG17,Argélia,ALG,J,Seleção
ALG18,Argélia,ALG,J,Seleção
ALG19,Argélia,ALG,J,Seleção
ALG20,Argélia,ALG,J,Seleção
AUT01,Áustria,AUT,J,Seleção
AUT02,Áustria,AUT,J,Seleção
AUT03,Áustria,AUT,J,Seleção
AUT04,Áustria,AUT,J,Seleção
AUT05,Áustria,AUT,J,Seleção
AUT06,Áustria,AUT,J,Seleção
AUT07,Áustria,AUT,J,Seleção
AUT08,Áustria,AUT,J,Seleção
AUT09,Áustria,AUT,J,Seleção
AUT10,Áustria,AUT,J,Seleção
AUT11,Áustria,AUT,J,Seleção
AUT12,Áustria,AUT,J,Seleção
AUT13,Áustria,AUT,J,Seleção
AUT14,Áustria,AUT,J,Seleção
AUT15,Áustria,AUT,J,Seleção
AUT16,Áustria,AUT,J,Seleção
AUT17,Áustria,AUT,J,Seleção
AUT18,Áustria,AUT,J,Seleção
AUT19,Áustria,AUT,J,Seleção
AUT20,Áustria,AUT,J,Seleção
JOR01,Jordânia,JOR,J,Seleção
JOR02,Jordânia,JOR,J,Seleção
JOR03,Jordânia,JOR,J,Seleção
JOR04,Jordânia,JOR,J,Seleção
JOR05,Jordânia,JOR,J,Seleção
JOR06,Jordânia,JOR,J,Seleção
JOR07,Jordânia,JOR,J,Seleção
JOR08,Jordânia,JOR,J,Seleção
JOR09,Jordânia,JOR,J,Seleção
JOR10,Jordânia,JOR,J,Seleção
JOR11,Jordânia,JOR,J,Seleção
JOR12,Jordânia,JOR,J,Seleção
JOR13,Jordânia,JOR,J,Seleção
JOR14,Jordânia,JOR,J,Seleção
JOR15,Jordânia,JOR,J,Seleção
JOR16,Jordânia,JOR,J,Seleção
JOR17,Jordânia,JOR,J,Seleção
JOR18,Jordânia,JOR,J,Seleção
JOR19,Jordânia,JOR,J,Seleção
JOR20,Jordânia,JOR,J,Seleção
POR01,Portugal,POR,K,Seleção
POR02,Portugal,POR,K,Seleção
POR03,Portugal,POR,K,Seleção
POR04,Portugal,POR,K,Seleção
POR05,Portugal,POR,K,Seleção
POR06,Portugal,POR,K,Seleção
POR07,Portugal,POR,K,Seleção
POR08,Portugal,POR,K,Seleção
POR09,Portugal,POR,K,Seleção
POR10,Portugal,POR,K,Seleção
POR11,Portugal,POR,K,Seleção
POR12,Portugal,POR,K,Seleção
POR13,Portugal,POR,K,Seleção
POR14,Portugal,POR,K,Seleção
POR15,Portugal,POR,K,Seleção
POR16,Portugal,POR,K,Seleção
POR17,Portugal,POR,K,Seleção
POR18,Portugal,POR,K,Seleção
POR19,Portugal,POR,K,Seleção
POR20,Portugal,POR,K,Seleção
COD01,Congo,COD,K,Seleção
COD02,Congo,COD,K,Seleção
COD03,Congo,COD,K,Seleção
COD04,Congo,COD,K,Seleção
COD05,Congo,COD,K,Seleção
COD06,Congo,COD,K,Seleção
COD07,Congo,COD,K,Seleção
COD08,Congo,COD,K,Seleção
COD09,Congo,COD,K,Seleção
COD10,Congo,COD,K,Seleção
COD11,Congo,COD,K,Seleção
COD12,Congo,COD,K,Seleção
COD13,Congo,COD,K,Seleção
COD14,Congo,COD,K,Seleção
COD15,Congo,COD,K,Seleção
COD16,Congo,COD,K,Seleção
COD17,Congo,COD,K,Seleção
COD18,Congo,COD,K,Seleção
COD19,Congo,COD,K,Seleção
COD20,Congo,COD,K,Seleção
UZB01,Uzbequistão,UZB,K,Seleção
UZB02,Uzbequistão,UZB,K,Seleção
UZB03,Uzbequistão,UZB,K,Seleção
UZB04,Uzbequistão,UZB,K,Seleção
UZB05,Uzbequistão,UZB,K,Seleção
UZB06,Uzbequistão,UZB,K,Seleção
UZB07,Uzbequistão,UZB,K,Seleção
UZB08,Uzbequistão,UZB,K,Seleção
UZB09,Uzbequistão,UZB,K,Seleção
UZB10,Uzbequistão,UZB,K,Seleção
UZB11,Uzbequistão,UZB,K,Seleção
UZB12,Uzbequistão,UZB,K,Seleção
UZB13,Uzbequistão,UZB,K,Seleção
UZB14,Uzbequistão,UZB,K,Seleção
UZB15,Uzbequistão,UZB,K,Seleção
UZB16,Uzbequistão,UZB,K,Seleção
UZB17,Uzbequistão,UZB,K,Seleção
UZB18,Uzbequistão,UZB,K,Seleção
UZB19,Uzbequistão,UZB,K,Seleção
UZB20,Uzbequistão,UZB,K,Seleção
COL01,Colômbia,COL,K,Seleção
COL02,Colômbia,COL,K,Seleção
COL03,Colômbia,COL,K,Seleção
COL04,Colômbia,COL,K,Seleção
COL05,Colômbia,COL,K,Seleção
COL06,Colômbia,COL,K,Seleção
COL07,Colômbia,COL,K,Seleção
COL08,Colômbia,COL,K,Seleção
COL09,Colômbia,COL,K,Seleção
COL10,Colômbia,COL,K,Seleção
COL11,Colômbia,COL,K,Seleção
COL12,Colômbia,COL,K,Seleção
COL13,Colômbia,COL,K,Seleção
COL14,Colômbia,COL,K,Seleção
COL15,Colômbia,COL,K,Seleção
COL16,Colômbia,COL,K,Seleção
COL17,Colômbia,COL,K,Seleção
COL18,Colômbia,COL,K,Seleção
COL19,Colômbia,COL,K,Seleção
COL20,Colômbia,COL,K,Seleção
ENG01,Inglaterra,ENG,L,Seleção
ENG02,Inglaterra,ENG,L,Seleção
ENG03,Inglaterra,ENG,L,Seleção
ENG04,Inglaterra,ENG,L,Seleção
ENG05,Inglaterra,ENG,L,Seleção
ENG06,Inglaterra,ENG,L,Seleção
ENG07,Inglaterra,ENG,L,Seleção
ENG08,Inglaterra,ENG,L,Seleção
ENG09,Inglaterra,ENG,L,Seleção
ENG10,Inglaterra,ENG,L,Seleção
ENG11,Inglaterra,ENG,L,Seleção
ENG12,Inglaterra,ENG,L,Seleção
ENG13,Inglaterra,ENG,L,Seleção
ENG14,Inglaterra,ENG,L,Seleção
ENG15,Inglaterra,ENG,L,Seleção
ENG16,Inglaterra,ENG,L,Seleção
ENG17,Inglaterra,ENG,L,Seleção
ENG18,Inglaterra,ENG,L,Seleção
ENG19,Inglaterra,ENG,L,Seleção
ENG20,Inglaterra,ENG,L,Seleção
CRO01,Croácia,CRO,L,Seleção
CRO02,Croácia,CRO,L,Seleção
CRO03,Croácia,CRO,L,Seleção
CRO04,Croácia,CRO,L,Seleção
CRO05,Croácia,CRO,L,Seleção
CRO06,Croácia,CRO,L,Seleção
CRO07,Croácia,CRO,L,Seleção
CRO08,Croácia,CRO,L,Seleção
CRO09,Croácia,CRO,L,Seleção
CRO10,Croácia,CRO,L,Seleção
CRO11,Croácia,CRO,L,Seleção
CRO12,Croácia,CRO,L,Seleção
CRO13,Croácia,CRO,L,Seleção
CRO14,Croácia,CRO,L,Seleção
CRO15,Croácia,CRO,L,Seleção
CRO16,Croácia,CRO,L,Seleção
CRO17,Croácia,CRO,L,Seleção
CRO18,Croácia,CRO,L,Seleção
CRO19,Croácia,CRO,L,Seleção
CRO20,Croácia,CRO,L,Seleção
GHA01,Gana,GHA,L,Seleção
GHA02,Gana,GHA,L,Seleção
GHA03,Gana,GHA,L,Seleção
GHA04,Gana,GHA,L,Seleção
GHA05,Gana,GHA,L,Seleção
GHA06,Gana,GHA,L,Seleção
GHA07,Gana,GHA,L,Seleção
GHA08,Gana,GHA,L,Seleção
GHA09,Gana,GHA,L,Seleção
GHA10,Gana,GHA,L,Seleção
GHA11,Gana,GHA,L,Seleção
GHA12,Gana,GHA,L,Seleção
GHA13,Gana,GHA,L,Seleção
GHA14,Gana,GHA,L,Seleção
GHA15,Gana,GHA,L,Seleção
GHA16,Gana,GHA,L,Seleção
GHA17,Gana,GHA,L,Seleção
GHA18,Gana,GHA,L,Seleção
GHA19,Gana,GHA,L,Seleção
GHA20,Gana,GHA,L,Seleção
PAN01,Panamá,PAN,L,Seleção
PAN02,Panamá,PAN,L,Seleção
PAN03,Panamá,PAN,L,Seleção
PAN04,Panamá,PAN,L,Seleção
PAN05,Panamá,PAN,L,Seleção
PAN06,Panamá,PAN,L,Seleção
PAN07,Panamá,PAN,L,Seleção
PAN08,Panamá,PAN,L,Seleção
PAN09,Panamá,PAN,L,Seleção
PAN10,Panamá,PAN,L,Seleção
PAN11,Panamá,PAN,L,Seleção
PAN12,Panamá,PAN,L,Seleção
PAN13,Panamá,PAN,L,Seleção
PAN14,Panamá,PAN,L,Seleção
PAN15,Panamá,PAN,L,Seleção
PAN16,Panamá,PAN,L,Seleção
PAN17,Panamá,PAN,L,Seleção
PAN18,Panamá,PAN,L,Seleção
PAN19,Panamá,PAN,L,Seleção
PAN20,Panamá,PAN,L,Seleção
FWC9,FIFA World Cup History,FWC,Especial,História
FWC10,FIFA World Cup History,FWC,Especial,História
FWC11,FIFA World Cup History,FWC,Especial,História
FWC12,FIFA World Cup History,FWC,Especial,História
FWC13,FIFA World Cup History,FWC,Especial,História
FWC14,FIFA World Cup History,FWC,Especial,História
FWC15,FIFA World Cup History,FWC,Especial,História
FWC16,FIFA World Cup History,FWC,Especial,História
FWC17,FIFA World Cup History,FWC,Especial,História
FWC18,FIFA World Cup History,FWC,Especial,História
FWC19,FIFA World Cup History,FWC,Especial,História
CC1,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC2,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC3,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC4,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC5,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC6,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC7,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC8,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC9,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC10,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC11,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC12,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC13,Figurinhas Coca-Cola,CC,Especial,Patrocinador
CC14,Figurinhas Coca-Cola,CC,Especial,Patrocinador
